	id	version	episode_n	trajectory_n	trajectory_len	q_param	total_elapsed	finished	len_ed	mean25_ed	mean50_ed	std_ed	layers_cnt	layers_n1	layers_n2	layers_n3
0	2287189634114	1	200	150	500	0.7	14804.552606	True	200	222.53107984066537	188.7016148100576	44.634189590139925	1	100		
1	2287198420634	1	200	150	500	0.8	15014.121405	True	200	143.14487284563018	142.4606777208457	21.489820884751254	1	100		
2	2287208017163	1	200	150	500	0.9	9011.934088	True	200	216.1456103677353	215.70719101911732	20.699036458595767	1	100		
3	2287223764251	1	200	150	1000	0.7	26793.03919	True	200	144.6861110328685	147.14163348679807	11.66839252582919	1	100		
4	2287236024882	1	200	150	1000	0.8	29568.566618	True	200	95.52638703385058	89.58467237277684	20.789521677131443	1	100		
5	2287244988261	1	200	150	1000	0.9	15645.800515	True	200	137.38836129246639	128.0681216161899	23.544358867235523	1	100		
6	2287465267159	1	200	150	500	0.7	9801.152788	True	200	248.9343208116813	243.6960972818277	26.858776300032957	1	150		
7	2287475451152	1	200	150	500	0.8	14560.634722	True	200	136.00650117676693	135.57019257377303	18.03913276562621	1	150		
8	2287488265106	1	200	150	500	0.9	13398.120906	True	200	135.64412808294438	138.47802511769146	16.683857058311624	1	150		
9	2287501931245	1	200	150	1000	0.7	33203.566024	True	200	163.67444017280795	159.00385981567763	11.803953105446334	1	150		
10	2287512694840	1	200	150	1000	0.8	16204.668182	True	200	154.09694821975853	149.6474008096579	13.642971256560267	1	150		
11	2287523963825	1	200	150	1000	0.9	9617.723518	True	200	219.30351938834644	213.32678561798963	32.33575059336734	1	150		
12	2287779104328	1	200	150	500	0.7	13685.463738	True	200	162.97355105104737	155.21512092183266	15.129526252741432	1	200		
13	2287789736369	1	200	150	500	0.8	6739.560764	True	200	259.56782731226684	236.85002892490567	37.45277276894814	1	200		
14	2287800760379	1	200	150	500	0.9	15956.887665	True	200	77.293288101517	97.99975597588801	30.509683908601385	1	200		
15	2287810209359	1	200	150	1000	0.7	24054.27773	True	200	150.70074994207903	142.55489100229477	20.18859200773848	1	200		
16	2290186107434	1	200	300	1000	0.7	28755.20119	True	200	171.0178087887824	184.68196976705477	18.20685661785854	1	150		
17	2290206223614	1	200	300	1000	0.8	35098.301292	False	158	158.89811676928616	162.885188080341	10.733953139379972	1	150		
18	2290225173766	1	200	300	1000	0.9	32506.878859	False	161	166.1597843269597	161.37138464273193	13.736106933067475	1	150		
19	2290248243116	1	200	10	500	0.5	646.909317	True	200	68.5107523003438	62.82379953525066	16.449556997962887	1	200		
20	2290328468478	1	200	10	1000	0.5	416.152848	True	200	82.00106669852421	62.59755263418296	37.01859353877518	1	200		
21	2290410650317	1	200	50	500	0.5	3826.289291	True	200	198.9424781099633	194.41871332161074	28.873293970086376	1	200		
22	2290491284386	1	200	50	1000	0.5	5289.764639	True	200	117.23732708326575	108.45923748233218	27.20130577963842	1	200		
23	2290571329061	1	200	150	500	0.5	876.158035	False	24	-74.3476891116611	-74.3476891116611	59.818650285187694	1	200		
24	2290647408028	1	200	150	1000	0.5	28010.155955	True	200	123.31802306559459	132.80535285969924	21.531408418416508	1	200		
25	2290729677710	1	200	300	500	0.5	3331.27041	False	35	-11.624541582638848	-43.89708557730452	69.15700021507664	1	200		
26	6399962801	1	200	10	500	0.8	712.129582	True	200	6.180920867152684	27.742852870906173	43.8823334405325	1	100		
27	6400331685	1	200	10	500	0.9	119.552016	True	200	-134.62804655748909	-134.54704737458806	28.799653784023445	1	100		
28	6400680881	1	200	10	1000	0.7	789.406557	True	200	-60.930732502323764	-21.00837501768292	56.155033059816084	1	100		
29	6401037224	1	200	10	1000	0.8	523.16521	True	200	5.990585346293128	-18.379764539293095	46.78117122668558	1	100		
30	6401910678	1	200	10	1000	0.9	252.31704	True	200	-8.12919077499273	-43.834287984026986	44.53880215092451	1	100		
31	6402171926	1	200	50	500	0.7	3675.003798	True	200	195.86461933830708	163.8666228204246	40.2177686011078	1	100		
32	6402388579	1	200	50	500	0.8	4446.094448	True	200	82.44649430527846	82.6303293763542	19.279459573062777	1	100		
33	6402805501	1	200	50	500	0.9	2873.416922	True	200	19.361122926351435	37.84176578030017	27.12355184845461	1	100		
34	6409558227	1	200	50	1000	0.7	4354.100082	True	200	125.48603399478317	115.49592777823057	22.023831065422463	1	150		
35	6409899577	1	200	50	1000	0.8	7603.077528	True	200	52.49268447786748	50.46955164600075	34.99703756506052	1	150		
36	6410247407	1	200	50	1000	0.9	3353.688905	True	200	84.34254477307502	70.28320020125915	40.52298481519054	1	150		
37	6410622380	1	200	70	500	0.7	6410.487305	True	200	131.22545967411892	128.80614826685033	12.636361280571927	1	150		
38	6411267961	1	200	70	500	0.8	6435.72677	True	200	119.14274441001184	106.86202791713323	24.802813723155545	1	150		
39	6411827287	1	200	70	500	0.9	4829.325813	True	200	82.38715225233076	73.08344512399098	37.83849966828201	1	150		
40	6412267369	1	200	70	1000	0.7	4839.932662	True	200	217.66823414652174	223.57879273010658	28.21243337038479	1	150		
41	6412649826	1	200	70	1000	0.8	10585.117881	True	200	91.93843576327357	110.23643536701256	37.21060557708714	1	150		
42	6413076631	1	200	70	1000	0.9	85.623944	False	8	-283.1865580958763	-283.1865580958763	57.521891492188544	1	150		
43	2287819483353	1	200	150	1000	0.8	9515.077714	True	200	237.90717707922252	240.10934907505816	43.234922179528	1	200		
44	2290748504803	1	200	300	500	0.7	11197.60418	True	200	253.27827180174873	255.9325904490687	15.792391499134434	1	200		
45	2291794929121	2	400	50	500	0.5	10007.775985	True	400	235.13796763210357	229.1558143011655	18.263262369867636	1	30		
46	2295244280154	3	400	100	500	0.5	33919.556442	True	400	93.74616374776309	99.36309097971527	10.191175076530667	2	10	65.0	
47	2295432360007	3	400	100	500	0.5	28808.875692	True	400	121.89662424049024	108.93407691209494	24.908159610650372	2	30	100.0	
48	2295598087242	3	400	100	500	0.5	26787.899403	True	400	106.18734749010515	103.32383114478709	22.451062019269514	2	65	100.0	
49	2295773113254	3	400	100	500	0.5	41680.533165	True	400	125.06210664841299	101.42120282637548	30.789047979518177	2	100	100.0	
50	2298131871689	4	400	100	500	0.5	294.954453	False	10	-162.6509112615858	-162.6509112615858	18.031375857641244	3	10	100.0	30.0
51	6398894595	1	200	10	500	0.7	429.694243	True	200	14.417265662418849	12.378347502148268	18.333257686420787	1	100		
52	6403149655	1	200	50	1000	0.7	10840.150447	True	200	5.5437250244360055	7.432001934944605	11.306634718367501	1	100		
53	6405807355	1	200	10	500	0.7	268.488068	True	200	-11.301130080861478	-14.85743495340123	17.34830005695802	1	150		
54	6409200238	1	200	50	500	0.9	2550.344876	True	200	64.08064074087498	76.53888668548612	27.47801841386881	1	150		
55	6413509004	1	200	10	500	0.7	324.967148	True	200	-5.281547961663838	-11.717232686428847	42.74718747132432	1	200		
56	6416468866	1	200	50	1000	0.7	6855.995252	True	200	197.5617960236121	188.05103215667748	52.70540049037974	1	200		
57	2289603491094	1	200	300	1000	0.8	38989.922306	True	200	176.994932558399	173.78696575723282	18.15927042868332	1	100		
58	2289621002049	1	200	300	1000	0.9	10808.003076	True	200	204.5100146883642	203.33650388611792	28.516331922122095	1	100		
59	2289638933234	1	200	10	500	0.5	569.585133	True	200	46.66241804752057	48.86605080430586	18.779842271834845	1	150		
60	2289705093347	1	200	10	1000	0.5	244.216133	True	200	-16.469373117218105	-1.4296570203262258	25.751208149936247	1	150		
61	2289781873485	1	200	50	500	0.5	4463.055124	True	200	94.74069166537757	93.60438282319637	11.123872796416292	1	150		
62	2289857879154	1	200	50	1000	0.5	5001.3288	True	200	197.20833123996547	198.64491317998775	23.63884853895218	1	150		
63	2289935299829	1	200	150	500	0.5	10027.366298	True	200	237.98002893538242	213.7325379736278	43.7240184496289	1	150		
64	2287830637738	1	200	150	1000	0.9	20845.746119	True	200	153.97480220343613	149.44394667207044	14.764071785512582	1	200		
65	2289148389097	1	200	10	500	0.5	134.138622	True	200	-21.6012544603352	-57.24978258612734	42.87736967157808	1	100		
66	2289203306834	1	200	10	1000	0.5	809.364477	True	200	65.9838695085966	58.620992876173226	37.18352919872716	1	100		
67	2289263033643	1	200	50	500	0.5	5484.409917	True	200	112.37021304480334	119.50973180461891	14.408557922251372	1	100		
68	2289321180313	1	200	50	1000	0.5	4774.697033	True	200	130.59320965385112	120.37319975078206	25.249201249546957	1	100		
69	2289384530357	1	200	150	500	0.5	8044.215785	True	200	261.9450718957901	256.2958441235597	15.899405532853903	1	100		
70	2289443530024	1	200	150	1000	0.5	16985.756993	True	200	139.66538920980437	118.9605333674382	29.881034026100327	1	100		
71	6403492914	1	200	50	1000	0.8	5595.843583	True	200	59.620677005126375	56.02873947443225	19.020664613488755	1	100		
72	6403820972	1	200	50	1000	0.9	1890.360586	True	200	30.740313968691456	23.196543434900537	20.578412192189933	1	100		
73	6404142523	1	200	70	500	0.7	7235.30246	True	200	100.48068862919476	111.55969897250056	23.56610939736021	1	100		
74	6404474504	1	200	70	500	0.8	6912.688567	True	200	131.49490197299366	129.0885552537775	14.689188659152604	1	100		
75	6404800191	1	200	70	500	0.9	6302.837078	True	200	113.81296428690811	101.40773746436635	20.29829160740083	1	100		
76	6405068848	1	200	70	1000	0.7	11969.14827	True	200	107.85334252209748	98.35130008874789	28.264208640583746	1	100		
77	6405310643	1	200	70	1000	0.8	6484.343599	True	200	227.20445298018828	212.26623469327404	27.107710001656727	1	100		
78	6405563712	1	200	70	1000	0.9	10596.207618	True	200	98.79774460047214	107.00842337100272	18.369304979500164	1	100		
79	2290016002902	1	200	150	1000	0.5	23982.246313	True	200	29.77648063265711	46.33751731825932	47.189364429513454	1	150		
80	2290092674916	1	200	300	500	0.5	13431.681405	True	200	258.064932578829	261.4048078107664	12.125584472658804	1	150		
81	2290109075800	1	200	300	500	0.7	15606.595598	True	200	225.7160878670336	235.58633165386163	37.67383185440436	1	150		
82	2290128155630	1	200	300	500	0.8	25365.441024	True	200	154.66296299412343	154.13815683692263	12.368686389042791	1	150		
83	2290145630591	1	200	300	500	0.9	19608.364978	True	200	163.86395472382677	157.5999839638036	17.863995760362883	1	150		
84	2290165512056	1	200	300	1000	0.5	37602.628074	True	138	156.93260543600465	149.0405480221991	13.392245263260406	1	150		
85	6413850469	1	200	10	500	0.8	257.548837	True	200	-95.09161651730822	-210.12088866218758	133.74623621782726	1	200		
86	6414220429	1	200	10	500	0.9	237.355309	True	200	-40.48333305405251	-60.118423232406776	52.33959986711468	1	200		
87	6414439922	1	200	10	1000	0.7	1436.058514	True	200	21.562271253151057	-26.635149932369362	106.62486462842404	1	200		
88	6414696961	1	200	10	1000	0.8	1151.069464	True	200	-24.518240870455102	8.862215889683121	83.3117083503935	1	200		
89	6415061330	1	200	10	1000	0.9	109.0622	True	200	-142.43592456509407	-136.26192536326073	12.64834068183987	1	200		
90	6415384184	1	200	50	500	0.7	5959.839422	True	200	94.2626447913028	80.85131467255651	17.11347638110608	1	200		
91	6415599519	1	200	50	500	0.8	3573.567638	True	200	22.35141357932966	52.83940619825274	45.3746139572667	1	200		
92	6416140767	1	200	50	500	0.9	772.005306	True	200	-103.8718770511727	-122.85811333351306	26.001878109757918	1	200		
93	2290766197475	1	200	300	500	0.8	30421.270009	True	200	145.00143906125234	143.2847780674316	21.94157639490075	1	200		
94	2290787295379	1	200	300	500	0.9	8976.524544	True	200	174.12272312196737	156.44083625893796	28.865021380326915	1	200		
95	2290806936175	1	200	300	1000	0.5	3154.181227	False	21	-79.85446275806218	-79.85446275806218	44.002577063896126	1	200		
96	2291739214047	2	400	50	500	0.5	11422.971973	True	400	119.43968612236007	121.32991798757355	11.79867299668757	1	10		
97	2291757162014	2	400	200	500	0.5	50137.683769	True	400	236.65414593180702	240.4981952346308	12.068456075885463	1	10		
98	2298858927399	4	400	100	500	0.5	389.749437	False	6	-182.49804477238044	-182.49804477238044	17.953717779424327	3	30	10.0	65.0
99	2299027162834	4	400	100	500	0.5	333.740935	False	8	-169.6986508711089	-169.6986508711089	15.494817386732615	3	30	30.0	10.0
100	2299521567332	4	400	100	500	0.5	26638.521089	True	400	126.55159846372644	131.45789416208513	24.52120659744226	3	30	100.0	10.0
101	2300232181546	4	400	100	500	0.5	9585.44056	True	400	-131.25800006234854	-131.52730108708158	4.0405276545099715	3	30	400.0	400.0
102	2301029315447	4	400	100	500	0.5	11690.607056	True	400	-292.10769612127166	-328.88269136102014	42.64695919217795	3	65	65.0	200.0
103	6406858596	1	200	10	500	0.8	169.007324	True	200	-92.84738864858838	-114.15270376767694	43.80861694197637	1	150		
104	6407168188	1	200	10	500	0.9	650.876018	True	200	-64.66565967559782	-40.14664654840426	38.02525655507228	1	150		
105	6407463479	1	200	10	1000	0.7	1252.207085	True	200	-71.04060876221958	-71.87638231757846	32.193116103643604	1	150		
106	6407797397	1	200	10	1000	0.8	85.124828	True	200	-130.80564343926312	-129.00439702577344	14.633767483773488	1	150		
107	6408149987	1	200	10	1000	0.9	221.871895	True	200	-85.67047776790528	-86.03514272383524	31.435869194877313	1	150		
108	6408496043	1	200	50	500	0.7	5723.22544	True	200	81.42051808972089	75.90888603123412	10.422526628422487	1	150		
109	6408837731	1	200	50	500	0.8	3355.828213	True	200	192.70400534406275	173.95560783494832	45.83778857202406	1	150		
110	6416805880	1	200	50	1000	0.8	2101.685289	True	200	191.00219890632812	178.6957695864789	32.709770356709726	1	200		
111	6417191087	1	200	50	1000	0.9	4401.613332	True	200	80.0280202707524	77.52803953444064	40.60904070999801	1	200		
112	6417427043	1	200	70	500	0.7	4286.78319	True	200	230.95198453667084	231.09632283219136	22.641297939618333	1	200		
113	6417710910	1	200	70	500	0.8	6267.775898	True	200	89.32901012010498	98.68199975545105	30.755211257440802	1	200		
114	6417986023	1	200	70	500	0.9	2431.117987	True	200	81.94479654789733	74.05364804784408	55.248207062051115	1	200		
115	6418223916	1	200	70	1000	0.7	4343.842987	True	200	218.70832875547174	225.52637517393555	42.893681172391155	1	200		
116	6418421758	1	200	70	1000	0.8	7419.763998	True	200	44.46965435990115	38.18583594807419	36.66978756782742	1	200		
117	6418618448	1	200	70	1000	0.9	4876.669019	True	200	107.4064080732135	89.25507716516762	29.226642106803023	1	200		
118	2289508891331	1	200	300	500	0.5	1059.247159	False	22	-85.42547832882833	-85.42547832882833	42.758456827090626	1	100		
119	2289524828615	1	200	300	500	0.7	15543.779846	True	200	257.2115391938198	252.91229164093653	11.076982111227991	1	100		
120	2289538816485	1	200	300	500	0.8	20014.674528	True	200	149.4200774814632	138.96271610856547	14.882629428240513	1	100		
121	2289554170067	1	200	300	500	0.9	17367.470733	True	200	152.24585149396955	145.28661079234146	20.754050717326802	1	100		
122	2289569819764	1	200	300	1000	0.5	19451.925294	True	200	263.5982786702181	256.16914231552295	14.96486936958691	1	100		
123	2289586500297	1	200	300	1000	0.7	35627.50766	True	200	174.95845771681195	174.79470006018212	9.88897332055118	1	100		
124	2291817697935	2	400	200	500	0.5	59505.784172	True	400	163.4324827272877	155.18033680945993	13.443479541859835	1	30		
125	2291859736930	2	400	50	500	0.5	12033.521539	True	400	242.95376580727873	242.68918475603664	18.72893279369985	1	65		
126	2291879589435	2	400	200	500	0.5	43443.155812	True	400	166.63451514788977	163.75730654188988	7.573924924238647	1	65		
127	2291925953700	2	400	50	500	0.5	13811.364882	True	400	137.2556326227791	138.9455394191546	19.329828495484065	1	100		
128	2291950921733	2	400	200	500	0.5	30139.205586	True	400	255.304106733819	256.75382184950905	23.089122619808265	1	100		
129	2292002596874	2	400	50	500	0.5	12591.754501	True	400	83.9096773052092	90.21648294234919	14.847875013216155	1	150		
130	2292024736000	2	400	200	500	0.5	28958.114572	True	400	265.5890528455851	262.01073161388257	9.526486283571455	1	150		
131	2292073209259	2	400	50	500	0.5	13260.674926	True	400	134.6865726867532	99.01751658721265	42.26816982464176	1	200		
132	2292098547091	2	400	200	500	0.5	22017.954769	True	400	269.60225067056587	268.5801582839502	9.979655459010818	1	200		
133	2295195100690	3	400	100	500	0.5	27729.542618	True	400	155.87922513239312	154.9458342182358	5.374700292879341	2	10	10.0	
134	2295221248791	3	400	100	500	0.5	30737.93173	True	400	143.24590953504682	148.89647460811887	10.40166056970003	2	10	30.0	
135	2295269733941	3	400	100	500	0.5	27402.283667	True	400	149.55200517841863	148.83564070431447	13.903595143659333	2	10	100.0	
136	2295295787581	3	400	100	500	0.5	29418.69276	True	400	123.96227666975172	129.682336853902	25.06662211565395	2	10	200.0	
137	2295321839410	3	400	100	500	0.5	20851.42862	True	400	-76.58822417543726	-120.47485932910948	71.3325626839754	2	10	400.0	
138	2295405400446	3	400	100	500	0.5	30903.685705	True	400	91.7887953669967	70.93749818145521	33.11862479811049	2	30	65.0	
139	2295459840273	3	400	100	500	0.5	29161.628799	True	400	61.73619658128979	96.12475327451968	44.72705227086614	2	30	200.0	
140	2295488869908	3	400	100	500	0.5	25702.515972	True	400	101.23654930107692	84.01937490366353	38.92511067320468	2	30	400.0	
141	2295516527882	3	400	100	500	0.5	26810.244438	True	400	145.65005774508953	147.63544254415643	29.251097120497615	2	65	10.0	
142	2295544359654	3	400	100	500	0.5	32941.099582	True	400	177.1168168922629	185.3227439341991	52.391262965257134	2	65	30.0	
143	2295570656342	3	400	100	500	0.5	34937.958246	True	400	-89.97447754766264	10.954436815479466	108.03851731316853	2	65	65.0	
144	2295626802817	3	400	100	500	0.5	33169.657522	True	400	123.46068572524865	125.72629948043745	32.934477515658386	2	65	200.0	
145	2295655743892	3	400	100	500	0.5	2985.358774	True	400	-131.55984721093427	-131.74334321871135	4.00824246367966	2	65	400.0	
146	2295684743375	3	400	100	500	0.5	45331.658856	False	380	130.44431247891282	127.58698369747181	16.41963155336861	2	100	10.0	
147	2295712140124	3	400	100	500	0.5	20236.331723	True	400	247.58625535438748	203.21992032421724	52.44848217711666	2	100	30.0	
148	2295742016022	3	400	100	500	0.5	27663.176718	True	400	100.62924433920023	71.19903341180874	53.83970819278463	2	100	65.0	
149	2295801787563	3	400	100	500	0.5	28453.797096	True	400	49.341198668458134	59.33646829409356	22.132399833222543	2	100	200.0	
150	2295828983783	3	400	100	500	0.5	11578.648497	True	400	-573.7329477898703	-575.58398319733	17.826691115495557	2	100	400.0	
151	2295853834254	3	400	100	500	0.5	26365.052454	True	400	234.11051328068095	246.44138804775528	28.092807294167788	2	200	10.0	
152	2295878666643	3	400	100	500	0.5	37644.457715	False	302	155.14058419302734	169.60136142093987	43.405867317593554	2	200	30.0	
153	2295905171078	3	400	100	500	0.5	36597.819988	False	241	93.70359838472507	87.0003318662176	12.92830705383869	2	200	65.0	
154	2295935492810	3	400	100	500	0.5	29157.431246	True	400	-52.139187886913184	-64.39180464532785	19.3250088344625	2	200	100.0	
155	2295961894236	3	400	100	500	0.5	30831.124347	False	124	89.83648064279242	89.28307206898248	11.446350714202959	2	200	200.0	
156	2295990223883	3	400	100	500	0.5	9416.204675	True	400	-264.242925714947	-187.24137402515527	104.11280821824197	2	200	400.0	
157	2296019840994	3	400	100	500	0.5	22740.847829	False	169	121.53931072227715	117.15140850600338	17.98015574409512	2	400	10.0	
158	2296050387854	3	400	100	500	0.5	18557.087417	False	99	62.35869793192287	63.31845837856066	30.559280415845013	2	400	30.0	
159	2296081964952	3	400	100	500	0.5	17018.773725	False	171	205.74460977429445	224.42428812129467	49.230919303899704	2	400	65.0	
160	2296110021230	3	400	100	500	0.5	16417.944891	False	394	-878.6282661638132	-863.3156478930883	63.840477523778176	2	400	100.0	
161	2296140644394	3	400	100	500	0.5	15257.781631	False	74	36.35384327382479	13.817710358729245	39.08477809596538	2	400	200.0	
162	2296170514484	3	400	100	500	0.5	10168.591601	True	400	-132.95103754901686	-132.21455126543486	5.565578829927879	2	400	400.0	
163	2297488260241	4	400	100	500	0.5	14006.774705	False	127	56.77255620105243	22.79218567018091	41.230109788127535	3	10	10.0	10.0
164	2297515736422	4	400	100	500	0.5	5198.024874	False	89	-62.940369862379484	-66.43476609304997	42.957454687493495	3	10	10.0	30.0
165	2297548392332	4	400	100	500	0.5	4257.512169	False	67	-80.19868707536895	-89.27331815381719	54.6482721822725	3	10	10.0	65.0
166	2297580987042	4	400	100	500	0.5	25353.123504	True	400	107.53681295844777	116.4445067356278	41.35510015447729	3	10	10.0	100.0
167	2297614203112	4	400	100	500	0.5	525.397806	False	22	-127.91918191467018	-127.91918191467018	28.73023441232617	3	10	10.0	200.0
168	2297817509090	4	400	100	500	0.5	64.800758	False	1	-173.9508104467931	-173.9508104467931	0.0	3	10	30.0	200.0
169	2297923120514	4	400	100	500	0.5	532.627023	False	21	-154.64456738288	-154.64456738288	16.196991238261248	3	10	65.0	30.0
170	2297955084208	4	400	100	500	0.5	552.357468	False	22	-134.21577973376	-134.21577973376	19.563977992329935	3	10	65.0	65.0
171	2298095649748	4	400	100	500	0.5	93.710847	False	1	-251.9643717561712	-251.9643717561712	0.0	3	10	100.0	10.0
172	2298168636587	4	400	100	500	0.5	23605.723354	True	400	-42.78239053672896	-11.658621221482798	47.70041567994155	3	10	100.0	65.0
173	2298203526999	4	400	100	500	0.5	48.83425	False	2	-167.25152665338507	-167.25152665338507	9.833314123176137	3	10	100.0	100.0
174	2298777797637	4	400	100	500	0.5	410.779589	False	9	-174.3602323181455	-174.3602323181455	5.279791321645271	3	30	10.0	10.0
175	2298818867762	4	400	100	500	0.5	21024.598023	True	400	82.57384562728981	39.11692753580819	57.93634330304544	3	30	10.0	30.0
176	2301869471853	4	400	100	500	0.5	21800.127001	True	400	-829.2587845688904	-849.6300439574361	57.54914775747859	3	65	400.0	100.0
177	2302782731016	4	400	100	500	0.5	17657.227028	True	400	-5.420144208163118	-34.93462479412973	58.5187119440662	3	100	65.0	65.0
178	2303752440811	4	400	100	500	0.5	2109.999554	True	400	-132.41575841103503	-132.41141785810433	4.405578585908136	3	100	400.0	30.0
179	2304749850198	4	400	100	500	0.5	20275.913393	True	400	129.98503413187146	91.29327896571432	56.46542809611244	3	200	65.0	10.0
180	2305845064115	4	400	100	500	0.5	4748.296723	True	400	-851.7221997559183	-858.6900228338147	52.02633567657888	3	200	200.0	400.0
181	2306968164056	4	400	100	500	0.5	10459.823764	True	400	-583.1296987234296	-577.8945890854826	18.044103204956674	3	400	30.0	200.0
